item_pack_name_0	ลดราคาบูสเตอร์: แพ็กอาหารแมว!
scheme_popup_89	เควสต์แมวศึก<br>รางวัลภารกิจคอลแลบ 3<br><flash>คุณได้รับ %@ %@!</flash>
scheme_item_param_90	nyanko9_en4
scheme_popup_90	เควสต์แมวศึก<br>รางวัลภารกิจคอลแลบ 4<br><flash>คุณได้รับ %@ %@!</flash>
scheme_item_param_91	nyanko9_en5
scheme_popup_91	เควสต์แมวศึก<br>รางวัลภารกิจคอลแลบ 5<br><flash>คุณได้รับ %@ %@!</flash>
settlement_error	การชำระเงินไม่สมบูรณ์\nไอเทมจะถูกส่งไปเมื่อการชำระเงินเสร็จสมบูรณ์แล้ว
tower_sns_006	กองทัพแมวได้บุกรุก %@ ของหอคอยนรก! %s %s
scheme_item_param_96	
scheme_popup_96	<flash>ขอบคุณสำหรับคำตอบแบบสำรวจของคุณ!<br>รับ %@%@ ไปเลย!</flash>
skip_description	${stageName1} ได้เคลียร์แล้วก่อนหน้านี้ ทำให้คุณ<br>ได้เริ่มต้นการเดินทางจาก <flash>${stageName2}</flash>!
stageskip_message_0	คุณได้เคลียร์หอคอยสวรรค์${stageName1}แล้ว!<br>เริ่มต้นการเดินทางครั้งต่อไปของคุณจาก <flash>${stageName2}</flash>!
stageskip_message_1	คุณได้เคลียร์หอคอยนรก${stageName1}แล้ว!<br>เริ่มต้นการเดินทางครั้งต่อไปของคุณจาก <flash>${stageName2}</flash>!
unlock_popup_message_106	<flash>โบนัสเคลียร์แมวแห่งห้วงอวกาศทั้งหมด!</flash><br>เยี่ยมมากที่ปราบพระเจ้าแมวได้! เพื่อเป็นการขอบคุณ </flash><br>ตอนนี้ซูเปอร์เหมียวพร้อมแล้วในกาชาแมว +
unlock_popup_message_107	<flash>กาชาแมว + ปลดล็อกแล้ว!</flash><br>ตู้เย็นแมวเพิ่มขึ้นจาก 64 → <color=255,255,0>128 ตัว</color>.<br>แลกเปลี่ยนแมวธรรมดาเปลี่ยนจาก 1 NP → <color=255,255,0>2 NP</color>
scratch_SNS_001	
gama_jinja_01_popup	<flash>ได้พรจากศาลเจ้าแมว!</flash><br>${itemName} x${itemNum} ได้รับแล้ว!
scratch_SNS_002	ฉันได้รับอาหารแมว %d กระป๋องจากล็อตเตอรี่แมวขูด#HeartbeatCatcademy!<br>ลองเล่นอาทิตย์ละครั้งระหว่างอีเวนต์เพื่อรับอาหารแมวฟรี!<br><br>#TheBattleCats #BattleCatsCatScratcher
view_unavailable	ไม่มีสื่อ
view_limit_reached	ถึงขีดจำกัดการดูของวันนี้แล้ว
data_download_error_hash_mismatch	มีปัญหากับข้อมูลบันทึก (รหัสข้อผิดพลาด TE01)<br>เมื่อส่งข้อสอบถาม โปรดอย่าลืมใส่รหัสสอบถามและรหัสข้อผิดพลาดไปพร้อมกับคำขอของคุณ
data_download_error_could_not_load	มีปัญหากับข้อมูลบันทึก (รหัสข้อผิดพลาด TE02)<br>เมื่อส่งข้อสอบถาม โปรดอย่าลืมใส่รหัสสอบถามและรหัสข้อผิดพลาดไปพร้อมกับคำขอของคุณ
data_download_error_could_not_read_local_backup	มีปัญหากับข้อมูลบันทึก (รหัสข้อผิดพลาด TE03)<br>เมื่อส่งข้อสอบถาม โปรดอย่าลืมใส่รหัสสอบถามและรหัสข้อผิดพลาดไปพร้อมกับคำขอของคุณ
data_download_error_could_not_load_local_backup	มีปัญหากับข้อมูลบันทึก (รหัสข้อผิดพลาด TE04)<br>เมื่อส่งข้อสอบถาม โปรดอย่าลืมใส่รหัสสอบถามและรหัสข้อผิดพลาดไปพร้อมกับคำขอของคุณ
GiftMessage_020	<flash>รางวัลเคลียร์ด่าน 9</flash><br>เคลียร์ด่านสุดท้ายของ "ยอดเขาเบอฮีมอธ"<br>เพื่อโอกาสเล็กๆ ที่จะปลดล็อก <br>แมวพิเศษ "อสูรอาวุโสนาลา"!
unlock_popup_message_108	<flash>ด่านวิตาเมี้ยว: "แรงกระแทกสีฟ้า" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
scratch_SNS_003	ฉันได้รับอาหารแมว %d กระป๋องจากล็อตเตอรี่แมวขูดใบเล็ก! <br>ลองเข้าไปดูเลยตอนนี้และรับอาหารแมว! <br><br>#TheBattleCats #LilCatScratcher
unlock_popup_message_109	<flash>ด่านวิตาเมี้ยว: "โมเนโกะคลั่งโจมตี" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_110	<flash>ด่านวิตาเมี้ยว: "ท้องฟ้าแดงยามเช้า" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_111	<flash>ด่านวิตาเมี้ยว: "วงล้อความตาย" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_112	<flash>ด่านวิตาเมี้ยว: "ไต้ฝุ่นนีโม่" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_113	<flash>ด่านวิตาเมี้ยว: "เจ้าปีศาจ" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_114	<flash>ด่านวิตาเมี้ยว: "ก้นปลักตม" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_115	<flash>ด่านวิตาเมี้ยว: "แมววิกลจริต" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_116	<flash>ด่านวิตาเมี้ยว: "แทงก์วิกลจริต" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_117	<flash>ด่านวิตาเมี้ยว: "ขวานวิกลจริต" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_118	<flash>ด่านวิตาเมี้ยว: "อี๋วิกลจริต" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_119	<flash>ด่านวิตาเมี้ยว: "วัววิกลจริต" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_120	<flash>ด่านวิตาเมี้ยว: "นกวิกลจริต" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_121	<flash>ด่านวิตาเมี้ยว: "ปลาวิกลจริต" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_122	<flash>ด่านวิตาเมี้ยว: "กิ้งก่าวิกลจริต" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_123	<flash>ด่านวิตาเมี้ยว: "ไททันวิกลจริต" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_124	<flash>ด่านวิตาเมี้ยว: "มิติที่ 2" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
drop_info_single	<color=0,0,0>ของที่ดร็อปเพียงครั้งเดียวสำหรับด่านนี้</color><br><color=255,0,0>${dropContents}</color><color=0,0,0><br>${statusWord}</color>
drop_info_multi	<color=0,0,0>ของที่ดร็อปเพียงครั้งเดียวสำหรับด่านนี้</color><br><color=255,0,0>${dropContents}</color><color=0,0,0><br>${statusWord}</color>
drop_contents1	${itemName} +${itemNum}
drop_contents2	ยูนิต "${charaName}"
drop_contents3	ร่างจริงของ "${charaName}"
status_acquire	ได้รับแล้ว
status_unacquired	ยังไม่ได้รับ
AccountDelete_error01	สร้างรหัสไม่ได้<br>โปรดตรวจสอบการเชื่อมต่อเครือข่ายของคุณ
AccountDelete_error02	ลบบัญชีไม่ได้<br>โปรดตรวจสอบการเชื่อมต่อเครือข่ายของคุณ
AccountDelete_error03	รหัสหมดอายุ<br>โปรดเริ่มอีกครั้งตั้งแต่ต้น
boost_message	<color=255,0,255>เร่งความเร็ว</color><br><color=0,0,0>ใช้ไอเทมเพื่อเปิดใช้งานบูสต์ความเร็ว<br>แตะที่ไอคอนไอเทมระหว่างต่อสู้เพื่อเลือก<br>ปิด, โหมดความเร็ว 2x หรือโหมดความเร็ว 3x</color>
